No.;No. Abklatsch;No. Graf (No. Makam);Kode Katalog;Sisi Nisan;Kondisi;Tanggal Pembuatan;Tempat Penemuan;Kota/Kabupaten;Kecamatan;Mukim;Gampong;Meunasah;Bentuk Umum;Tinggi;Lebar;Posisi;Bentuk;Motif;Ukuran (cm);Jenis Nisan;Isi Inkripsi;Aksara;Bahasa;Khat;Tanggal Pendataan;BOKS;Tanggal Masuk Boks;Keterangan
840;2515;I;abk.ach.kd.tps.i;4 Barat;Baik;1921 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;29;22;Seluruh Sisi;Bunga;Floral;18x20;Hiasan;-;-;-;-;15-May-24;Boks 9;25-Oct-24;
841;2516;II;abk.ach.kd.tps.ii;1 Utara;Baik;1917 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;28;21;Bawah;Panil;Floral;19x4;Kaligrafi dan Hiasan;-;Arab;Arab;-;17-May-24;Boks 9;25-Oct-24;
842;2517;II;abk.ach.kd.tps.ii;2 Timur;Baik;1917 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;28;20;Bawah;Panil;Floral;19x4;Kaligrafi dan Hiasan;-;Arab;Arab;-;17-May-24;Boks 9;25-Oct-24;
843;2518;II;abk.ach.kd.tps.ii;3 Selatan;Baik;1917 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;28;21;Bawah;Panil;Floral;19x4;Kaligrafi dan Hiasan;-;Arab;Arab;-;17-May-24;Boks 9;25-Oct-24;
844;2519;II;abk.ach.kd.tps.ii;4 Barat;Baik;1917 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;28;20;Bawah;Panil;Floral;19x4;Kaligrafi dan Hiasan;-;Arab;Arab;-;17-May-24;Boks 9;25-Oct-24;
845;2525;I;;6 Barat;Baik;1917 Juni;Makam Teungkoe Oedjoeng Poeloet;Aceh Besar;Leupung;Lajeun;Lajeun;Lajeun;Persegi;20;32;Atas;Panil;Floral;20x5;Kaligrafi & Hiasan;-;Arab;Arab;-;29-Apr-24;Boks 9;25-Oct-24;
846;2527;I;;8 Timur;Baik;1917 Juni;Makam Teungkoe Oedjoeng Poeloet;Aceh Besar;Leupung;Leupeuëng;Lajeuën;Lajeuën;Nisan Bermahkota;31;20;Atas;Makhota;Floral;19x5;Kaligrafi dan Hiasan;-;Arab;Arab;-;07-May-24;Boks 9;25-Oct-24;
847;2528;I;;5 Selatan;Baik;1917 Juni;Makam Teungkoe Lho Nga;Aceh Besar;Lhoknga;Koeë;Tandjoeng;Tandjoeng;Nisan Puncak Kurawal;50;27;Tengah;Mahkota;Floral;12x7;Kaligrafi dan Hiasan;-;Arab;Arab;-;21-May-24;Boks 9;25-Oct-24;
848;2529;I;;6 Barat;Baik;1917 Juni;Makam Teungkoe Lho Nga;Aceh Besar;Lhoknga;Koeë;Tandjoeng;Tandjoeng;Persegi Panjang;32;19;Atas;Mahkota;Floral;9x6;Kaligrafi dan Hiasan;-;Arab;Arab;-;31-May-24;Boks 9;25-Oct-24;
849;2530;I;;7 Utara;Baik;1917 Juni;Makam Teungkoe Lho Nga;Aceh Besar;Lhoknga;Koeë;Tandjoeng;Tandjoeng;Persegi Panjang;51;28;"Atas;Bawah";Vas & Panil;Floral;"12x12;30x18";Kaligrafi dan Hiasan;-;Arab;Arab;-;31-May-24;Boks 9;25-Oct-24;
850;2532;I;;1 Utara;Baik;1916 Juni;Makam Teungkoe Lho Nga;Aceh Besar;Lhoknga;Koeë;Tandjoeng;Tandjoeng;Nisan Bermahkota;51;28;"Atas;Bawah";Mahkota & Bingkai;Floral & Geometris;"24x17;34x23";Kaligrafi dan Hiasan;-;Arab;Arab;-;16-May-24;Boks 9;25-Oct-24;
851;2533;I;;2 Timur;Baik;1917 Juni;Makam Teungkoe Lho Nga;Aceh Besar;Lhoknga;Koeë;Tandjoeng;Tandjoeng;Persegi Panjang;41;19;"Atas;Bawah";Mahkota & Panil;Floral & Geometris;"17x7;18x7";Kaligrafi dan Hiasan;-;Arab;Arab;-;31-May-24;Boks 9;25-Oct-24;
852;2535;I;;4 Barat;Baik;1916 Juni;Makam Teungkoe Lho Nga;Aceh Besar;Lhoknga;Koeë;Tandjoeng;Tandjoeng;Persegi Panjang;42;19;"Atas;Bawah";Mahkota & Panil;Floral & Geometris;"6x13;7x19";Kaligrafi dan Hiasan;-;Arab;Arab;-;16-May-24;Boks 9;25-Oct-24;
853;2536;I;;5 selatan;Baik;1917 Juni;Makam Teungkoe Lho Nga;Aceh Besar;Lhoknga;Koeë;Tandjoeng;Tandjoeng;Persegi Panjang;52;28;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"25x22;30x21,5";Kaligrafi dan Hiasan;-;Arab;Arab;-;16-May-24;Boks 9;25-Oct-24;
854;2537;IX;abk.ach.ll.tks.ix;1 Utara;Baik;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;41;26;Atas;Mahkota;Floral & Geometris;27x26;Kaligrafi dan Hiasan;Kalimat Syahadat;Arab;Arab;-;22-May-24;Boks 9;25-Oct-24;
855;2538;IX;abk.ach.ll.tks.ix;3 Selatan;Baik;1917 Juli;Makam Teungkoe Saréh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;41,5;26,5;Atas;Mahkota;Floral & Roset;28x26,5;Kaligrafi dan Hiasan;-;Arab;Arab;-;16-May-24;Boks 9;25-Oct-24;
856;2539;IX;abk.ach.ll.tks.ix;5 Selatan;Baik;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;39;26,5;Atas;Mahkota;Floral & Roset;26,5 x 25;Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 9;25-Oct-24;
857;2540;IX;abk.ach.ll.tks.ix;7 Utara;Baik;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bersayap;55;40;Atas;Mahkota;Floral & Roset;40x40;Kaligrafi dan Hiasan;-;Arab;Arab;-;31-May-24;Boks 9;25-Oct-24;
858;2541;I;;1 Utara;Baik;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Nisan Bermahkota;49;24,5;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"17x11;30,5x19";Kaligrafi dan Hiasan;-;Arab;Arab;-;29-May-24;Boks 9;25-Oct-24;
859;2542;I;;2 Timur;Baik;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Persegi Panjang;34;17;"Atas;Bawah";Bingkai & Panil;Floral & Roset;"28x11;16x3";Kaligrafi dan Hiasan;-;Arab;Arab;-;29-May-24;Boks 9;25-Oct-24;
860;2543;I;;3 Selatan;Baik;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Persegi Panjang;49;28;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"14x9;31x8,5";Kaligrafi dan Hiasan;-;Arab;Arab;-;31-May-24;Boks 9;25-Oct-24;
861;2544;I;;4 Barat;Baik;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Persegi Panjang;35;15;"Atas;Bawah";Bingkai & Panil;Floral & Roset;"28x10,5;15x2";Kaligrafi dan Hiasan;-;Arab;Arab;-;29-May-24;Boks 9;25-Oct-24;
862;2546;I;;6 Barat;Baik;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Persegi Panjang;35;17;"Atas;Bawah";Bingkai & Panil;Floral & Roset;"28x10,5;17x1";Kaligrafi dan Hiasan;-;Arab;Arab;-;29-May-24;Boks 9;25-Oct-24;
863;2547;I;;7 Utara;Baik;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Nisan Bermahkota;49;28;"Atas;Bawah";Mahkota & Bingkai;Floral;"28x17;30,5x19,5";Kaligrafi dan Hiasan;-;Arab;Arab;-;27-May-24;Boks 9;25-Oct-24;
864;2547;I;;7 Utara;Baik;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Persegi Panjang;50;28;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"14x9;31x8,5";Kaligrafi dan Hiasan;-;Arab;Arab;-;31-May-24;Boks 9;25-Oct-24;
865;2548;I;;8 Timur;Baik;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Persegi Panjang;37;16;"Atas;Bawah";Bingkai & Panil;Floral & Roset;"28x10,5;17x5";Kaligrafi dan Hiasan;-;Arab;Arab;-;29-May-24;Boks 9;25-Oct-24;
866;2549;IV;;5 Selatan;Baik ;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;49;35;"Atas;Bawah";Mahkota & Bingkai;Floral;"33x30;18,5x13,5";Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 9;25-Oct-24;
867;2549;IV;;5 Selatan;Baik;1917 Juni;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bersayap;50;36;Atas;Mahkota & Bingkai;Floral & Geometris;"28x36;14x24";Kaligrafi dan Hiasan;-;Arab;Arab;-;31-May-24;Boks 9;25-Oct-24;
868;2550;IV;;6 Barat;Baik;1917 Juli;Makam Teungkoe Saréh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Persegi Panjang;16;14;Seluruh Sisi;Mahkota & Bingkai;Floral;"6x3;12x1,5";Kaligrafi dan Hiasan;Kalimat Syahadat;Arab;Arab;-;07-May-24;Boks 9;25-Oct-24;
869;2551;IV;;7 Utara;Baik;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;49;35;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"33x30;18,5x13,5";Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 9;25-Oct-24;
870;2553;V;;1 Utara;Baik;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;52;28;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"28x19;24x24";Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 9;25-Oct-24;
871;2555;V;;3 Selatan;Baik;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;51,5;28;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"28,5x28;2422,5";Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 9;25-Oct-24;
872;2557;V;;5 Selatan;Baik;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;50;29;"Atas;Bawah";Mahkota & Bingkai;Floral;"29x29;22,5x21";Kaligrafi dan Hiasan;-;Arab;Arab;-;31-May-24;Boks 9;25-Oct-24;
873;2557;V;;5 Selatan;Baik;1917 Juni;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Persegi Panjang;51;28,5;"Atas;Bawah";Mahkota;Floral & Roset;"29x28,5;22x22";Kaligrafi dan Hiasan;-;Arab;Arab;-;10-Jun-24;Boks 9;25-Oct-24;
874;2559;V;;7 Utara;Baik;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;52;28;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"28x27,5;23x22";Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 9;25-Oct-24;
875;2560;V;;8 Timur;Baik;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Persegi Panjang;24;15;"Atas;Tengah";Mahkota & Bingkai;Floral & Roset;"9x4;20x4";Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 9;25-Oct-24;
876;2561;V;;7-5 Puncak;Baik;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Persegi Panjang;20;10;-;-;-;-;Kaligrafi;-;Arab;Arab;-;22-May-24;Boks 9;25-Oct-24;
877;2562;I;abk.ach.lh.tpp.i;2 Timur;Baik;1917 Agustus;Makam Teungkoe Poetroë Plangké;Aceh Besar;Lhoknga;Lhong;Lam Lhong;Lam Lhong;Persegi Panjang;25;17;Bawah;Panil;Floral;13x5;Kaligrafi dan Hiasan;-;Arab;Arab;-;10-Jun-24;Boks 9;25-Oct-24;
878;2563;I;abk.ach.lh.tpp.i;3 Selatan;Baik;1917 Agustus;Makam Teungkoe Poetroë Plangké;Aceh Besar;Lhoknga;Lhong;Lam Lhong;Lam Lhong;Persegi Panjang;25;20;Bawah;Panil;Floral;20x5;Kaligrafi dan Hiasan;-;Arab;Arab;-;10-Jun-24;Boks 9;25-Oct-24;
879;2564;I;abk.ach.lh.tpp.i;4 Barat;Baik;1917 Agustus;Makam Teungkoe Poetroë Plangké;Aceh Besar;Lhoknga;Lhong;Lam Lhong;Lam Lhong;Persegi Panjang;25;17;Bawah;Panil;Floral;14x5;Kaligrafi dan Hiasan;-;Arab;Arab;-;10-Jun-24;Boks 9;25-Oct-24;
880;2565;I;abk.ach.lh.gnm.i;7 Utara;Baik;1917 Agustus 2;Geen naam (tanpa nama);Aceh Besar;Lhoong;Lhong;Lam Djohang;Lam Djohang;Nisan Bermahkota;45;25;Atas;Mahkota;Floral;17x11;Kaligrafi dan Hiasan;-;Arab;Arab;-;27-May-24;Boks 9;25-Oct-24;
881;2566;I;;5 selatan;Baik;1917 Juli;Geen naam (tanpa nama);Aceh Besar;Lhoong;Gle' Broë;Gle' Broë;Gle' Broë;Persegi Panjang;38;20;Atas;Mahkota;Floral & Geometris;14x20;Kaligrafi dan Hiasan;-;Arab;Arab;-;27-May-24;Boks 9;25-Oct-24;
882;2568;II;;5 selatan;Baik;1917 Agustus;Geen naam (tanpa nama);Aceh Jaya;Jaya;Koeala Daja;Blang Bangi;Blang Keumawé;Persegi Panjang;39;24;"Atas;Bawah";"Mahkota;Panil";Floral & Geometris;"17x11;24x3";Kaligrafi dan Hiasan;-;Arab;Arab;-;16-May-24;Boks 9;25-Oct-24;
883;2569;II;;7 Utara;Baik;1917 Agustus;Geen naam (tanpa nama);Aceh Jaya;Jaya;Koeala Daja;Blang Bangi;Blang Keumawé;Persegi;41;25;"Atas;Bawah";"Mahkota;Panil";Floral;"10x14;18x14";Kaligrafi dan Hiasan;-;Arab;Arab;-;15-May-24;Boks 9;25-Oct-24;
884;2572;I;;1 Utara;Cukup Baik;1917 Agustus;Makam Po di Kandang;Aceh Jaya;Indra Jaya;Koeala Oenga;Koeala Oenga;Koeala Oenga;Nisan Bermahkota;51;29;Atas;Mahkota;Floral & Geometris;29x21;Kaligrafi dan Hiasan;-;Arab;Arab;-;16-May-24;Boks 9;25-Oct-24;
885;2574;I;;3 Selatan;Baik;1917 Agustus;Makam Po di Kandang;Aceh Jaya;Indra Jaya;Koeala Oenga;Koeala Oenga;Koeala Oenga;Persegi Panjang;51;28;Atas;Mahkota;Floral;19,5x28;Kaligrafi dan Hiasan;-;Arab;Arab;-;14-May-24;Boks 9;25-Oct-24;
886;2578;I;;7 Utara;Baik;1917 Agustus;Makam Po di Kandang;Aceh Jaya;Indra Jaya;Koeala Oenga;Koeala Oenga;Koeala Oenga;Persegi Panjang;51;28;Atas;Mahkota;Floral & Geometris;21x28;Kaligrafi dan Hiasan;-;Arab;Arab;-;14-May-24;Boks 9;25-Oct-24;
887;2578;I;;7 Utara;Baik;1917 Agustus;Makam Po di Kandang;Aceh Jaya;Indra Jaya;Koeala Oenga;Koeala Oenga;Koeala Oenga;Nisan Bermahkota;51;28;Atas;Mahkota;Floral & Geometris;28x22;Kaligrafi dan Hiasan;-;Arab;Arab;-;15-May-24;Boks 9;25-Oct-24;
888;7470;-;;-;Cukup Baik;-;-;-;-;-;-;-;Melengkung;165;7;-;-;-;-;-;-;Jawa ;Jawa;-;21-May-24;Boks tanpa nama;25-Oct-24;Abklats berbahasa Jawa
889;(--)14;I;;Puncak;Baik;1915 April 8;Makam Teungkoe di Bitaij;Banda Aceh;Jaya Baru;VI Moekims;Bitaij;Daja Bitaij;Persegi;18;18;Seluruh Sisi;Segi Delapan (Medallion);-;5x5;Kaligrafi dan Hiasan;-;Arab;Arab;-;07-May-24;Boks 5;25-Oct-24;
890;1625 (1925);II;abk.ach.xxii.dbl.ii;7 Utara;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Nisan Puncak Kurawal;41;18;Atas;Mahkota;Floral;15,5x3;Kaligrafi dan Hiasan;-;Arab;Arab;-;27-May-24;Boks 7;25-Oct-24;Mungkin kesalah penulisan. Seharusnya 1925
891;173-(1733);-;;-;Baik;-;-;-;-;-;-;-;Persegi;17;13;Atas;Mahkota;Floral;11x2;Kaligrafi dan Hiasan;-;Arab;Arab;-;21-May-24;Boks tanpa nama;25-Oct-24;Bendel 111 - Tanpa Nomor 1
892;2030a;XII;;3 Selatan;Baik;1915 Oktober;Makam Kramat Teungkoe Gloempang;Aceh Utara;Baktiya Barat;Boewah;Lho Entjin;Lho Entjin;Persegi Panjang;9;21;-;-;-;-;Kaligrafi;Ayat Al-Quran;Arab;Arab;-;03-May-24;Boks 7;25-Oct-24;
893;2031a;XII;;4 Barat;Baik;1915 Oktober;Makam Kramat Teungkoe Gloempang;Aceh Utara;Baktiya Barat;Boewah;Lho Entjin;Lho Entjin;Persegi Panjang;10;16;-;-;-;-;Kaligrafi;-;Arab;Arab;-;03-May-24;Boks 7;25-Oct-24;
894;2033a;XII;;6 Barat;Baik;1915 Oktober;Makam Kramat Teungkoe Gloempang;Aceh Utara;Baktiya Barat;Boewah;Lho Entjin;Lho Entjin;Persegi Panjang;9;12;Tengah;Bingkai;-;11x5;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 7;25-Oct-24;
895;2121a;I;abk.ach.xii.tsa.i;1a Timur laut;Baik;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;10;15,5;-;-;-;-;Kaligrafi;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
896;2122a;I;abk.ach.xii.tsa.i;2a Tenggara;Baik;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;10;15,5;-;-;-;-;Kaligrafi;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
897;2123a;I;abk.ach.xii.tsa.i;3a Barat Daya;Baik;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;10;15,5;-;-;-;-;Kaligrafi;Pujian;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
898;2124a;I;abk.ach.xii.tsa.i;4 Barat;Baik;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;10;15,5;-;-;-;-;Kaligrafi;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
899;2125a;I;abk.ach.xii.tsa.i;5a Barat Daya;Baik;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;11;14;-;-;-;-;Kaligrafi;-;Arab;Arab;-;06-Jun-24;Boks 7;25-Oct-24;Abklats dengan nomor 2125, 2125a, 2126, 2126a, 2127, 2127a, 2128, dan 2128a merupakan satu lembar utuh
900;2126a;I;abk.ach.xii.tsa.i;6a Barat Laut;Baik;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;11;14,5;-;-;-;-;Kaligrafi;-;Arab;Arab;-;06-Jun-24;Boks 7;25-Oct-24;Abklats dengan nomor 2125, 2125a, 2126, 2126a, 2127, 2127a, 2128, dan 2128a merupakan satu lembar utuh
901;2127a;I;abk.ach.xii.tsa.i;7a Timur Laut;Baik;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;11;14,5;-;-;-;-;Kaligrafi;-;Arab;Arab;-;06-Jun-24;Boks 7;25-Oct-24;Abklats dengan nomor 2125, 2125a, 2126, 2126a, 2127, 2127a, 2128, dan 2128a merupakan satu lembar utuh
902;2128a;I;abk.ach.xii.tsa.i;8a Tenggara;Baik;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;11;14,5;-;-;-;-;Kaligrafi;-;Arab;Arab;-;06-Jun-24;Boks 7;25-Oct-24;Abklats dengan nomor 2125, 2125a, 2126, 2126a, 2127, 2127a, 2128, dan 2128a merupakan satu lembar utuh
903;2431a;VI;;6 Barat;Baik;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mé;Persegi Panjang;24;12;Atas;Mahkota;Floral;13x2,5;Kaligrafi dan Hiasan;-;Arab;Arab;-;15-May-24;Boks 8;25-Oct-24;
904;2434a;I;abk.ach.gd.tm.ia;1 Utara;Baik;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Bermahkota;43;28;Seluruh Sisi;Bingkai;-;41x25;Kaligrafi & Hiasan;Ayat Al-Quran;Arab;Arab;-;03-May-24;Boks 8;25-Oct-24;
905;2435a;I;abk.ach.gd.tm.ia;2 Timur;Baik;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;12;26;Seluruh Sisi;Bingkai;Floral;21,5x9;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 8;25-Oct-24;
906;2436a;I;abk.ach.gd.tm.ia;3 Selatan;Baik;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Puncak Kurawal;46;27;-;-;-;-;Kaligrafi;-;Arab;Arab;-;;Boks 8;25-Oct-24;
907;2437a;I;abk.ach.gd.tm.ia;4 Barat;Baik;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;25;13;Seluruh Sisi;Bingkai;Floral;21x10;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 8;25-Oct-24;
908;2438a;I;abk.ach.gd.tm.ia;5 Selatan;Baik;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Puncak Kurawal;45;28;-;-;-;-;Kaligrafi;-;Arab;Arab;-;03-May-24;Boks 8;25-Oct-24;
909;2440a;I;abk.ach.gd.tm.ia;7 Utara;Baik;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Bermahkota;45;28;Seluruh Sisi;Bingkai;-;40x24;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 8;25-Oct-24;
910;2449a;IV;;1 Utara;Baik;1916 Desember;Makam Teungkoe Batee Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Stele;47;26;Atas;Vas;-;6,5x3;Kaligrafi dan Hiasan;-;Arab;Arab;-;15-May-24;Boks 9;25-Oct-24;
911;2457b;I;;2 Timur;Baik;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Kota Meuse;Meuse;Persegi Panjang;28;14;-;-;-;-;Kaligrafi;-;Arab;Arab;-;27-May-24;Boks 9;25-Oct-24;
912;2459a;I;;4 Barat;Baik;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;29;15;-;-;-;-;Kaligrafi;-;Arab;Arab;-;20-May-24;Boks 9;25-Oct-24;Ada dua abklats dengan nomor 2459
913;2463a;I;;8 Timur;Baik;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;28;15;-;-;-;-;Kaligrafi;-;Arab;Arab;-;20-May-24;Boks 9;25-Oct-24;Ada dua abklats dengan nomor 2463
914;2486a;VI;;6 Barat;Baik;1917 Maret;Makam Teungkoe Ba' Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeü Loeë;Rajeü Loeë;Persegi;14;12;-;-;-;-;Kaligrafi;-;Arab;Arab;-;15-May-24;Boks 9;25-Oct-24;
915;2490a;II;;3 Selatan;Baik;1917 Maret;Makam Teungkoe Gle Meurah;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Nisan Bermahkota;55;25;Atas;Mahkota;Floral & Geometris;22x25;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
916;2492b;II;;5 Selatan;Baik;1917 Maret;Makam Teungkoe Gle Meurah;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Nisan Bermahkota;54;24;Atas;Mahkota;Floral & Roset;22x225;Kaligrafi & Hiasan;-;Arab;Arab;-;03-May-24;Boks 9;25-Oct-24;
917;2504a;IV;abk.ach.lk.xxx.iv;1 Utara;Baik;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Tugu Batu;50;18;"Atas;Bawah";Panil;Floral & Roset;"25x13;16x3";Kaligrafi dan Hiasan;-;Arab;Arab;-;31-May-24;Boks 9;25-Oct-24;Absklats No. 2504 a, 2505 a, 2506 dan 2507 tersambung
918;2505a;IV;abk.ach.lk.xxx.iv;3 Selatan;Baik;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Tugu Batu;50;18;"Atas;Bawah";Panil;Floral & Roset;"25x13;16x3";Kaligrafi dan Hiasan;-;Arab;Arab;-;31-May-24;Boks 9;25-Oct-24;Absklats No. 2504 a, 2505 a, 2506 dan 2507 tersambung
919;2513a;I;;2 Timur;Baik;1919 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;29;22;Seluruh Sisi;Bunga;Floral;18x20;Hiasan;-;-;-;-;15-May-24;Boks 9;25-Oct-24;
