nomor_abklats;nomor_graf;sisi_nisan;kondisi;tanggal_pembuatan;tempat_penemuan;kota;kecamatan;mukim;gampong;meunasah;bentuk_umum;panjang;lebar;ornamentasi_posisi;ornamentasi_bentuk;ornamentasi_motif;ornamentasi_ukuran;jenis_nisan;tanggal_pendataan;boks_penyimpanan
2498;II;2 Timur;2 Timur;1915 November;Makam Teungkoe Meurah;Aceh Jaya;Jaya;Koeala Daja;Noesa;Noesa Ikoe;Nisan Bermahkota;50;27;"Atas;Tengah;Bawah";Mahkota, Sayap & Panil;Floral & Geometris;"17x14;9x12;22x6";Kaligrafi dan Hiasan;22-May-24;Boks 9
2500;II;5 Selatan;5 Selatan;1917 April;Makam Teungkoe Meurah;Aceh Jaya;Jaya;Koeala Daja;Noesa;Noesa Ikoe;Nisan Bermahkota;48;31;Seluruh Sisi;Mahkota;Floral;48x31;Hiasan;22-May-24;Boks 9
2502;II;7 Utara;7 Utara;1917 April;Makam Teungkoe Meurah;Aceh Jaya;Jaya;Koeala Daja;Noesa;Noesa Ikoe;Nisan Bermahkota;48;31;Seluruh Sisi;Mahkota;Floral & Roset;48x31;Hiasan;31-May-24;Boks 9
2503;II;8 Timur;8 Timur;1917 April;Makam Teungkoe Meurah;Aceh Jaya;Jaya;Koeala Daja;Noesa;Noesa Ikoe;Persegi Panjang;20;12,5;Seluruh Sisi;Panil;Floral;20x12;Hiasan;31-May-24;Boks 9
2504;IV;1 Utara;1 Utara;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Tugu Batu;50;18,5;"Atas;Bawah";Panil;Floral & Roset;"28x15,5;18,5x4";Kaligrafi dan Hiasan;31-May-24;Boks 9
2505;IV;3 Selatan;3 Selatan;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Tugu Batu;53;18;"Atas;Bawah";Panil;Floral & Roset;"29x15,5;17,5x6,5";Kaligrafi dan Hiasan;31-May-24;Boks 9
2506;IV;2 Timur;2 Timur;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Tugu Batu;50;18;"Atas;Bawah";Panil;Floral & Roset;"39x13;16x3";Hiasan;31-May-24;Boks 9
2507;IV;4 Barat;4 Barat;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Tugu Batu;50;18;"Atas;Bawah";Panil;Floral, Geometris & Roset;"39x13;16x3";Hiasan;31-May-24;Boks 9
2508;IV;5 Selatan;5 Selatan;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Limas;53;17;Seluruh Sisi;Panil;Floral & Roset;53x17;Hiasan;27-May-24;Boks 9
2509;IV;6 Barat;6 Barat;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Limas;53;17;Seluruh Sisi;Panil;Floral & Roset;53x17;Hiasan;27-May-24;Boks 9
2510;IV;7 Utara;7 Utara;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Limas;53;17;Seluruh Sisi;Panil;Floral & Roset;53x17;Hiasan;27-May-24;Boks 9
2511;IV;8 Timur;8 Timur;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Limas;53;17;Seluruh Sisi;Panil;Floral & Roset;53x17;Hiasan;27-May-24;Boks 9
2512;I;1 Utara;1 Utara;1917 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;29;22;Seluruh Sisi;Bunga;Floral;18x20;Hiasan;15-May-24;Boks 9
2513;I;2 Timur;2 Timur;1918 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;29;22;Seluruh Sisi;Bunga;Floral;18x20;Hiasan;15-May-24;Boks 9
2514;I;3 Selatan;3 Selatan;1920 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;29;22;Seluruh Sisi;Bunga;Floral;18x20;Hiasan;15-May-24;Boks 9
2515;I;4 Barat;4 Barat;1921 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;29;22;Seluruh Sisi;Bunga;Floral;18x20;Hiasan;15-May-24;Boks 9
2516;II;1 Utara;1 Utara;1917 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;28;21;Bawah;Panil;Floral;19x4;Kaligrafi dan Hiasan;17-May-24;Boks 9
2517;II;2 Timur;2 Timur;1917 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;28;20;Bawah;Panil;Floral;19x4;Kaligrafi dan Hiasan;17-May-24;Boks 9
2518;II;3 Selatan;3 Selatan;1917 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;28;21;Bawah;Panil;Floral;19x4;Kaligrafi dan Hiasan;17-May-24;Boks 9
2519;II;4 Barat;4 Barat;1917 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;28;20;Bawah;Panil;Floral;19x4;Kaligrafi dan Hiasan;17-May-24;Boks 9
2525;I;6 Barat;6 Barat;1917 Juni;Makam Teungkoe Oedjoeng Poeloet;Aceh Besar;Leupung;Lajeun;Lajeun;Lajeun;Persegi;20;32;Atas;Panil;Floral;20x5;Kaligrafi & Hiasan;29-Apr-24;Boks 9
2527;I;8 Timur;8 Timur;1917 Juni;Makam Teungkoe Oedjoeng Poeloet;Aceh Besar;Leupung;Leupeuëng;Lajeuën;Lajeuën;Nisan Bermahkota;31;20;Atas;Makhota;Floral;19x5;Kaligrafi dan Hiasan;07-May-24;Boks 9
2528;I;5 Selatan;5 Selatan;1917 Juni;Makam Teungkoe Lho Nga;Aceh Besar;Lhoknga;Koeë;Tandjoeng;Tandjoeng;Nisan Puncak Kurawal;50;27;Tengah;Mahkota;Floral;12x7;Kaligrafi dan Hiasan;21-May-24;Boks 9
2529;I;6 Barat;6 Barat;1917 Juni;Makam Teungkoe Lho Nga;Aceh Besar;Lhoknga;Koeë;Tandjoeng;Tandjoeng;Persegi Panjang;32;19;Atas;Mahkota;Floral;9x6;Kaligrafi dan Hiasan;31-May-24;Boks 9
2530;I;7 Utara;7 Utara;1917 Juni;Makam Teungkoe Lho Nga;Aceh Besar;Lhoknga;Koeë;Tandjoeng;Tandjoeng;Persegi Panjang;51;28;"Atas;Bawah";Vas & Panil;Floral;"12x12;30x18";Kaligrafi dan Hiasan;31-May-24;Boks 9
2532;I;1 Utara;1 Utara;1916 Juni;Makam Teungkoe Lho Nga;Aceh Besar;Lhoknga;Koeë;Tandjoeng;Tandjoeng;Nisan Bermahkota;51;28;"Atas;Bawah";Mahkota & Bingkai;Floral & Geometris;"24x17;34x23";Kaligrafi dan Hiasan;16-May-24;Boks 9
2533;I;2 Timur;2 Timur;1917 Juni;Makam Teungkoe Lho Nga;Aceh Besar;Lhoknga;Koeë;Tandjoeng;Tandjoeng;Persegi Panjang;41;19;"Atas;Bawah";Mahkota & Panil;Floral & Geometris;"17x7;18x7";Kaligrafi dan Hiasan;31-May-24;Boks 9
2535;I;4 Barat;4 Barat;1916 Juni;Makam Teungkoe Lho Nga;Aceh Besar;Lhoknga;Koeë;Tandjoeng;Tandjoeng;Persegi Panjang;42;19;"Atas;Bawah";Mahkota & Panil;Floral & Geometris;"6x13;7x19";Kaligrafi dan Hiasan;16-May-24;Boks 9
2536;I;5 selatan;5 selatan;1917 Juni;Makam Teungkoe Lho Nga;Aceh Besar;Lhoknga;Koeë;Tandjoeng;Tandjoeng;Persegi Panjang;52;28;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"25x22;30x21,5";Kaligrafi dan Hiasan;16-May-24;Boks 9
2537;IX;1 Utara;1 Utara;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;41;26;Atas;Mahkota;Floral & Geometris;27x26;Kaligrafi dan Hiasan;22-May-24;Boks 9
2538;IX;3 Selatan;3 Selatan;1917 Juli;Makam Teungkoe Saréh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;41,5;26,5;Atas;Mahkota;Floral & Roset;28x26,5;Kaligrafi dan Hiasan;16-May-24;Boks 9
2539;IX;5 Selatan;5 Selatan;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;39;26,5;Atas;Mahkota;Floral & Roset;26,5 x 25;Kaligrafi dan Hiasan;22-May-24;Boks 9
2540;IX;7 Utara;7 Utara;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bersayap;55;40;Atas;Mahkota;Floral & Roset;40x40;Kaligrafi dan Hiasan;31-May-24;Boks 9
2541;I;1 Utara;1 Utara;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Nisan Bermahkota;49;24,5;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"17x11;30,5x19";Kaligrafi dan Hiasan;29-May-24;Boks 9
2542;I;2 Timur;2 Timur;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Persegi Panjang;34;17;"Atas;Bawah";Bingkai & Panil;Floral & Roset;"28x11;16x3";Kaligrafi dan Hiasan;29-May-24;Boks 9
2543;I;3 Selatan;3 Selatan;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Persegi Panjang;49;28;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"14x9;31x8,5";Kaligrafi dan Hiasan;31-May-24;Boks 9
2544;I;4 Barat;4 Barat;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Persegi Panjang;35;15;"Atas;Bawah";Bingkai & Panil;Floral & Roset;"28x10,5;15x2";Kaligrafi dan Hiasan;29-May-24;Boks 9
2546;I;6 Barat;6 Barat;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Persegi Panjang;35;17;"Atas;Bawah";Bingkai & Panil;Floral & Roset;"28x10,5;17x1";Kaligrafi dan Hiasan;29-May-24;Boks 9
2547;I;7 Utara;7 Utara;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Nisan Bermahkota;49;28;"Atas;Bawah";Mahkota & Bingkai;Floral;"28x17;30,5x19,5";Kaligrafi dan Hiasan;27-May-24;Boks 9
2547;I;7 Utara;7 Utara;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Persegi Panjang;50;28;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"14x9;31x8,5";Kaligrafi dan Hiasan;31-May-24;Boks 9
2548;I;8 Timur;8 Timur;1917 Juni;Makam Teungkoe di Blang;Aceh Besar;Lhoknga;Lam Lhom;Meunasah Kariëng;Kariëng;Persegi Panjang;37;16;"Atas;Bawah";Bingkai & Panil;Floral & Roset;"28x10,5;17x5";Kaligrafi dan Hiasan;29-May-24;Boks 9
2549;IV;5 Selatan;5 Selatan;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;49;35;"Atas;Bawah";Mahkota & Bingkai;Floral;"33x30;18,5x13,5";Kaligrafi dan Hiasan;22-May-24;Boks 9
2549;IV;5 Selatan;5 Selatan;1917 Juni;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bersayap;50;36;Atas;Mahkota & Bingkai;Floral & Geometris;"28x36;14x24";Kaligrafi dan Hiasan;31-May-24;Boks 9
2550;IV;6 Barat;6 Barat;1917 Juli;Makam Teungkoe Saréh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Persegi Panjang;16;14;Seluruh Sisi;Mahkota & Bingkai;Floral;"6x3;12x1,5";Kaligrafi dan Hiasan;07-May-24;Boks 9
2551;IV;7 Utara;7 Utara;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;49;35;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"33x30;18,5x13,5";Kaligrafi dan Hiasan;22-May-24;Boks 9
2553;V;1 Utara;1 Utara;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;52;28;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"28x19;24x24";Kaligrafi dan Hiasan;22-May-24;Boks 9
2555;V;3 Selatan;3 Selatan;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;51,5;28;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"28,5x28;2422,5";Kaligrafi dan Hiasan;22-May-24;Boks 9
2557;V;5 Selatan;5 Selatan;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;50;29;"Atas;Bawah";Mahkota & Bingkai;Floral;"29x29;22,5x21";Kaligrafi dan Hiasan;31-May-24;Boks 9
2557;V;5 Selatan;5 Selatan;1917 Juni;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Persegi Panjang;51;28,5;"Atas;Bawah";Mahkota;Floral & Roset;"29x28,5;22x22";Kaligrafi dan Hiasan;10-Jun-24;Boks 9
2559;V;7 Utara;7 Utara;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Nisan Bermahkota;52;28;"Atas;Bawah";Mahkota & Bingkai;Floral & Roset;"28x27,5;23x22";Kaligrafi dan Hiasan;22-May-24;Boks 9
2560;V;8 Timur;8 Timur;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Persegi Panjang;24;15;"Atas;Tengah";Mahkota & Bingkai;Floral & Roset;"9x4;20x4";Kaligrafi dan Hiasan;22-May-24;Boks 9
2561;V;7-5 Puncak;7-5 Puncak;1917 Juli;Makam Teungkoe Sareh;Aceh Besar;Lhoknga;Lam Lhom;Lam Lhom;Barö;Persegi Panjang;20;10;-;-;-;-;Kaligrafi;22-May-24;Boks 9
2562;I;2 Timur;2 Timur;1917 Agustus;Makam Teungkoe Poetroë Plangké;Aceh Besar;Lhoknga;Lhong;Lam Lhong;Lam Lhong;Persegi Panjang;25;17;Bawah;Panil;Floral;13x5;Kaligrafi dan Hiasan;10-Jun-24;Boks 9
2563;I;3 Selatan;3 Selatan;1917 Agustus;Makam Teungkoe Poetroë Plangké;Aceh Besar;Lhoknga;Lhong;Lam Lhong;Lam Lhong;Persegi Panjang;25;20;Bawah;Panil;Floral;20x5;Kaligrafi dan Hiasan;10-Jun-24;Boks 9
2564;I;4 Barat;4 Barat;1917 Agustus;Makam Teungkoe Poetroë Plangké;Aceh Besar;Lhoknga;Lhong;Lam Lhong;Lam Lhong;Persegi Panjang;25;17;Bawah;Panil;Floral;14x5;Kaligrafi dan Hiasan;10-Jun-24;Boks 9
2565;I;7 Utara;7 Utara;1917 Agustus 2;Geen naam (tanpa nama);Aceh Besar;Lhoong;Lhong;Lam Djohang;Lam Djohang;Nisan Bermahkota;45;25;Atas;Mahkota;Floral;17x11;Kaligrafi dan Hiasan;27-May-24;Boks 9
2566;I;5 selatan;5 selatan;1917 Juli;Geen naam (tanpa nama);Aceh Besar;Lhoong;Gle' Broë;Gle' Broë;Gle' Broë;Persegi Panjang;38;20;Atas;Mahkota;Floral & Geometris;14x20;Kaligrafi dan Hiasan;27-May-24;Boks 9
2568;II;5 selatan;5 selatan;1917 Agustus;Geen naam (tanpa nama);Aceh Jaya;Jaya;Koeala Daja;Blang Bangi;Blang Keumawé;Persegi Panjang;39;24;"Atas;Bawah";"Mahkota;Panil";Floral & Geometris;"17x11;24x3";Kaligrafi dan Hiasan;16-May-24;Boks 9
2569;II;7 Utara;7 Utara;1917 Agustus;Geen naam (tanpa nama);Aceh Jaya;Jaya;Koeala Daja;Blang Bangi;Blang Keumawé;Persegi;41;25;"Atas;Bawah";"Mahkota;Panil";Floral;"10x14;18x14";Kaligrafi dan Hiasan;15-May-24;Boks 9
2572;I;1 Utara;1 Utara;1917 Agustus;Makam Po di Kandang;Aceh Jaya;Indra Jaya;Koeala Oenga;Koeala Oenga;Koeala Oenga;Nisan Bermahkota;51;29;Atas;Mahkota;Floral & Geometris;29x21;Kaligrafi dan Hiasan;16-May-24;Boks 9
2574;I;3 Selatan;3 Selatan;1917 Agustus;Makam Po di Kandang;Aceh Jaya;Indra Jaya;Koeala Oenga;Koeala Oenga;Koeala Oenga;Persegi Panjang;51;28;Atas;Mahkota;Floral;19,5x28;Kaligrafi dan Hiasan;14-May-24;Boks 9
2578;I;7 Utara;7 Utara;1917 Agustus;Makam Po di Kandang;Aceh Jaya;Indra Jaya;Koeala Oenga;Koeala Oenga;Koeala Oenga;Persegi Panjang;51;28;Atas;Mahkota;Floral & Geometris;21x28;Kaligrafi dan Hiasan;14-May-24;Boks 9
2578;I;7 Utara;7 Utara;1917 Agustus;Makam Po di Kandang;Aceh Jaya;Indra Jaya;Koeala Oenga;Koeala Oenga;Koeala Oenga;Nisan Bermahkota;51;28;Atas;Mahkota;Floral & Geometris;28x22;Kaligrafi dan Hiasan;15-May-24;Boks 9
7470;-;-;-;-;-;-;-;-;-;-;Melengkung;165;7;-;-;-;-;-;21-May-24;Boks tanpa nama
__14;I;Puncak;Puncak;1915 April 8;Makam Teungkoe di Bitaij;Banda Aceh;Jaya Baru;VI Moekims;Bitaij;Daja Bitaij;Persegi;18;18;Seluruh Sisi;Segi Delapan (Medallion);-;5x5;Kaligrafi dan Hiasan;07-May-24;Boks 5
1625 _1925;II;7 Utara;7 Utara;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Nisan Puncak Kurawal;41;18;Atas;Mahkota;Floral;15,5x3;Kaligrafi dan Hiasan;27-May-24;Boks 7
173_1733;-;-;-;-;-;-;-;-;-;-;Persegi;17;13;Atas;Mahkota;Floral;11x2;Kaligrafi dan Hiasan;21-May-24;Boks tanpa nama
2030a;XII;3 Selatan;3 Selatan;1915 Oktober;Makam Kramat Teungkoe Gloempang;Aceh Utara;Baktiya Barat;Boewah;Lho Entjin;Lho Entjin;Persegi Panjang;9;21;-;-;-;-;Kaligrafi;03-May-24;Boks 7
2031a;XII;4 Barat;4 Barat;1915 Oktober;Makam Kramat Teungkoe Gloempang;Aceh Utara;Baktiya Barat;Boewah;Lho Entjin;Lho Entjin;Persegi Panjang;10;16;-;-;-;-;Kaligrafi;03-May-24;Boks 7
2033a;XII;6 Barat;6 Barat;1915 Oktober;Makam Kramat Teungkoe Gloempang;Aceh Utara;Baktiya Barat;Boewah;Lho Entjin;Lho Entjin;Persegi Panjang;9;12;Tengah;Bingkai;-;11x5;Kaligrafi & Hiasan;03-May-24;Boks 7
2121a;I;1a Timur laut;1a Timur laut;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;10;15,5;-;-;-;-;Kaligrafi;28-May-24;Boks 7
2122a;I;2a Tenggara;2a Tenggara;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;10;15,5;-;-;-;-;Kaligrafi;28-May-24;Boks 7
2123a;I;3a Barat Daya;3a Barat Daya;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;10;15,5;-;-;-;-;Kaligrafi;28-May-24;Boks 7
2124a;I;4 Barat;4 Barat;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;10;15,5;-;-;-;-;Kaligrafi;28-May-24;Boks 7
2125a;I;5a Barat Daya;5a Barat Daya;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;11;14;-;-;-;-;Kaligrafi;06-Jun-24;Boks 7
2126a;I;6a Barat Laut;6a Barat Laut;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;11;14,5;-;-;-;-;Kaligrafi;06-Jun-24;Boks 7
2127a;I;7a Timur Laut;7a Timur Laut;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;11;14,5;-;-;-;-;Kaligrafi;06-Jun-24;Boks 7
2128a;I;8a Tenggara;8a Tenggara;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;11;14,5;-;-;-;-;Kaligrafi;06-Jun-24;Boks 7
2431a;VI;6 Barat;6 Barat;1917 Januari;Makam Teungkoe Meugeudong;Bireuen;Simpang Mamplam;Samalanga;Kiran Toenong;Mé;Persegi Panjang;24;12;Atas;Mahkota;Floral;13x2,5;Kaligrafi dan Hiasan;15-May-24;Boks 8
2434a;I;1 Utara;1 Utara;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Bermahkota;43;28;Seluruh Sisi;Bingkai;-;41x25;Kaligrafi & Hiasan;03-May-24;Boks 8
2435a;I;2 Timur;2 Timur;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;12;26;Seluruh Sisi;Bingkai;Floral;21,5x9;Kaligrafi & Hiasan;03-May-24;Boks 8
2436a;I;3 Selatan;3 Selatan;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Puncak Kurawal;46;27;-;-;-;-;Kaligrafi;;Boks 8
2437a;I;4 Barat;4 Barat;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Persegi Panjang;25;13;Seluruh Sisi;Bingkai;Floral;21x10;Kaligrafi & Hiasan;03-May-24;Boks 8
2438a;I;5 Selatan;5 Selatan;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Puncak Kurawal;45;28;-;-;-;-;Kaligrafi;03-May-24;Boks 8
2440a;I;7 Utara;7 Utara;1916 Desember;Makam Teungkoe Meurah;Bireuen;Kota Juang;Gloempang Doea;Bireuen;Bireuen;Nisan Bermahkota;45;28;Seluruh Sisi;Bingkai;-;40x24;Kaligrafi & Hiasan;03-May-24;Boks 8
2449a;IV;1 Utara;1 Utara;1916 Desember;Makam Teungkoe Batee Bethoem;Bireuen;Kuala;Gloempang Doea;Kroeëng Djoeli;Kroeëng Djoeli;Stele;47;26;Atas;Vas;-;6,5x3;Kaligrafi dan Hiasan;15-May-24;Boks 9
2457b;I;2 Timur;2 Timur;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Kota Meuse;Meuse;Persegi Panjang;28;14;-;-;-;-;Kaligrafi;27-May-24;Boks 9
2459a;I;4 Barat;4 Barat;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;29;15;-;-;-;-;Kaligrafi;20-May-24;Boks 9
2463a;I;8 Timur;8 Timur;1916 Desember;Makam Teungkoe Bintara Blang;Bireuen;Kuta Blang;Garoegoe;Koeta Meuse;Meuse;Persegi Panjang;28;15;-;-;-;-;Kaligrafi;20-May-24;Boks 9
2486a;VI;6 Barat;6 Barat;1917 Maret;Makam Teungkoe Ba' Sapih;Aceh Jaya;Jaya;Lam Beusoë;Rajeü Loeë;Rajeü Loeë;Persegi;14;12;-;-;-;-;Kaligrafi;15-May-24;Boks 9
2490a;II;3 Selatan;3 Selatan;1917 Maret;Makam Teungkoe Gle Meurah;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Nisan Bermahkota;55;25;Atas;Mahkota;Floral & Geometris;22x25;Kaligrafi & Hiasan;03-May-24;Boks 9
2492b;II;5 Selatan;5 Selatan;1917 Maret;Makam Teungkoe Gle Meurah;Aceh Jaya;Jaya;Lam Besoë;Rajeü Loeë;Rajeü Loeë;Nisan Bermahkota;54;24;Atas;Mahkota;Floral & Roset;22x225;Kaligrafi & Hiasan;03-May-24;Boks 9
2504a;IV;1 Utara;1 Utara;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Tugu Batu;50;18;"Atas;Bawah";Panil;Floral & Roset;"25x13;16x3";Kaligrafi dan Hiasan;31-May-24;Boks 9
2505a;IV;3 Selatan;3 Selatan;1917 April;-;Aceh Jaya;Jaya;Lam Keumawe;Glé Djong;Glé Djong;Tugu Batu;50;18;"Atas;Bawah";Panil;Floral & Roset;"25x13;16x3";Kaligrafi dan Hiasan;31-May-24;Boks 9
2513a;I;2 Timur;2 Timur;1919 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi Panjang;29;22;Seluruh Sisi;Bunga;Floral;18x20;Hiasan;15-May-24;Boks 9
2516a;II;1 Utara;1 Utara;1917 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi;29;20;Seluruh Sisi;Panil;Floral;29x20;Hiasan;20-May-24;Boks 9
2517a;II;2 Timur;2 Timur;1917 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi;29;20;Seluruh Sisi;Panil;Floral;29x20;Hiasan;20-May-24;Boks 9
2518a;II;3 Selatan;3 Selatan;1917 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi;29;21;Seluruh Sisi;Panil;Floral;29x21;Hiasan;20-May-24;Boks 9
2519a;II;4 Barat;4 Barat;1917 April;Makam Teungkoe Pahlawan Sjah;Aceh Jaya;Jaya;Koeala Daja;Oeateuë;Meungkoeroek;Persegi;28;21;Seluruh Sisi;Panil;Floral;28x21;Hiasan;20-May-24;Boks 9
2520 _tp;I;1 Utara;1 Utara;1917 Juni;Makam Teungkoe Oedjoeng Poeloet;Aceh Besar;Leupung;Leupeuëng;Lajeuën;Lajeuën;Medallion;27;24;-;-;-;-;Kaligrafi;15-May-24;Boks 9
